"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instroom_4","Instroom_5","Uitstroom_6","Uitstroom_7","UitstroomNaarWerk_8","UitstroomNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkNaReIntegratie_11","WerkNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandsontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"167","20150","GM0689 ","   12110","     140","    11.5","      30","    19.0","      20","    13.0","      10","     6.0","      80","       .","       .","      70","    51.0","    79.5","      30","     2.0"
"168","20150","GM0784 ","   22030","     540","    24.5","     150","    22.0","     120","    17.5","      60","     9.5","     410","       .","       .","     330","    65.5","    81.0","      80","     4.0"
"169","20150","GM1924 ","   41080","     590","    14.5","     230","    30.5","     150","    19.5","      80","    11.5","     200","       .","       .","     140","    24.5","    69.5","     240","     5.5"
"170","20150","GM0664 ","   32110","     840","    26.0","     230","    21.5","     240","    22.5","     120","    11.5","     560","       .","       .","     420","    55.0","    76.5","     280","     9.0"
"171","20150","GM0785 ","   19580","     330","    17.0","      70","    17.5","      80","    20.0","      50","    12.5","     160","       .","       .","      90","    30.5","    57.0","     130","     6.5"
"172","20150","GM1942 ","   46440","    1000","    21.5","     250","    20.0","     230","    18.5","     110","    10.0","      90","       .","       .","      60","     6.5","    66.5","      90","     2.0"
"173","20150","GM0512 ","   30280","    1030","    34.0","     280","    21.5","     240","    19.5","     130","    11.0","     470","       .","       .","     370","    40.5","    79.0","     290","     9.5"
"174","20150","GM0513 ","   60400","    2270","    37.5","     540","    19.0","     580","    20.5","     280","    11.5","     720","       .","       .","     450","    23.0","    62.5","     470","     8.0"
"175","20150","GM0786 ","   10510","     170","    16.0","      80","    32.0","      40","    14.5","      20","    10.0","      50","       .","       .","      40","    26.5","    76.0","      80","     8.0"
"176","20150","GM0518 ","  440270","   31210","    71.0","    6430","    17.0","    6600","    17.5","    3240","     9.5","   13460","       .","       .","   10020","    37.5","    74.5","    1780","     4.0"
"177","20150","GM0014 ","  178650","   11470","    64.0","    2640","    18.5","    2640","    18.5","    1380","    10.0","    2450","       .","       .","    1830","    16.5","    74.5","    1090","     6.0"
"178","20150","GM0015 ","    9950","     200","    19.5","      70","    27.0","      50","    19.0","      30","    12.0","     120","       .","       .","      80","    42.0","    68.5","      90","     8.5"
"179","20150","GM1729 ","   12600","     190","    15.0","      60","    23.5","      50","    22.0","      30","    11.0","     170","       .","       .","     120","    68.0","    69.5","     100","     7.5"
"180","20150","GM0158 ","   20510","     430","    21.0","     120","    21.5","     120","    22.0","      60","    11.5","     190","       .","       .","     150","    37.5","    78.0","     120","     5.5"
"181","20150","GM0788 ","   12130","     130","    10.5","      60","    33.5","      40","    25.0","      20","    15.0","      50","       .","       .","      30","    24.5","    55.0","      80","     6.5"
"182","20150","GM0392 ","  132730","    4350","    33.0","     950","    18.5","     820","    15.5","     360","     7.5","    1230","       .","       .","     960","    24.0","    78.0","     640","     5.0"
"183","20150","GM0393 ","    4970","      70","    14.0","      10","    15.5","      10","    11.5","       0","       .","      70","       .","       .","      60","    86.0","    83.5","      10","     1.5"
"184","20150","GM0394 ","  121110","    2490","    20.5","     700","    22.5","     560","    18.0","     250","     9.0","     640","       .","       .","     500","    22.5","    78.0","     300","     2.5"
"185","20150","GM1655 ","   25510","     530","    20.5","     130","    19.0","     130","    18.5","      60","     9.5","     130","       .","       .","     100","    20.0","    73.5","     240","     9.5"
"186","20150","GM0160 ","   49640","    1020","    20.5","     330","    24.5","     270","    20.5","     150","    11.5","     770","       .","       .","     580","    60.5","    75.0","     400","     8.0"
"187","20150","GM0243 ","   38320","    1080","    28.0","     280","    20.0","     240","    18.0","     130","    10.5","     320","       .","       .","     250","    25.0","    76.0","     220","     5.5"
"188","20150","GM0523 ","   14460","     200","    14.0","      60","    22.0","      60","    23.0","      30","    12.5","      90","       .","       .","      80","    43.0","    90.0","      50","     3.5"
"189","20150","GM0017 ","   16420","     300","    18.5","     110","    26.0","     100","    22.5","      60","    14.0","     250","       .","       .","     200","    69.0","    79.5","      50","     2.5"
"190","20150","GM0072 ","   13280","     590","    44.5","     140","    18.0","     150","    20.0","      90","    12.0","     280","       .","       .","     230","    40.0","    81.0","      90","     7.0"
"191","20150","GM0244 ","   10000","     160","    15.5","      40","    23.0","      30","    17.5","      10","     7.5","     190","       .","       .","     130","    92.0","    70.0","      40","     4.0"
"192","20150","GM0396 ","   33210","     990","    29.5","     180","    15.0","     200","    17.0","     100","     9.0","     580","       .","       .","     500","    54.5","    85.0","     160","     5.0"
"193","20150","GM0397 ","   22310","     300","    13.5","      70","    19.5","      70","    19.0","      40","    11.0","     280","       .","       .","     230","    85.5","    81.0","      70","     3.0"
"194","20150","GM0246 ","   15580","     210","    13.5","      70","    24.0","      60","    23.0","      30","    11.0","     240","       .","       .","     180","    84.5","    72.5","     100","     6.0"
"195","20150","GM0074 ","   42020","    1530","    36.5","     390","    20.0","     430","    21.5","     260","    13.5","     350","       .","       .","     200","    14.0","    59.0","     370","     9.0"
"196","20150","GM0398 ","   45560","     990","    21.5","     300","    24.0","     260","    20.5","     140","    11.5","     420","       .","       .","     280","    31.5","    67.5","     190","     4.0"
"197","20150","GM0917 ","   75650","    5100","    67.5","    1220","    19.0","    1320","    20.5","     640","    10.5","    2780","       .","       .","    1910","    40.5","    69.0","    1220","    16.0"
"198","20150","GM1658 ","   13590","     170","    12.0","      50","    25.0","      30","    17.0","      20","     8.5","      40","       .","       .","      20","    15.0","    65.5","      50","     4.0"
"199","20150","GM0399 ","   19580","     270","    13.5","      60","    16.0","      80","    22.0","      50","    14.5","     150","       .","       .","      90","    35.0","    59.0","      50","     2.5"
"200","20150","GM0400 ","   47600","    1980","    41.5","     440","    17.5","     450","    18.0","     230","     9.5","     390","       .","       .","     270","    14.5","    68.0","     280","     6.0"
"201","20150","GM0163 ","   29800","     520","    17.5","     130","    20.0","     130","    20.0","      80","    13.5","     420","       .","       .","     270","    56.0","    64.0","     170","     5.5"
"202","20150","GM0530 ","   32740","     970","    29.5","     250","    20.0","     280","    22.5","     130","    11.5","     770","       .","       .","     510","    57.0","    66.0","      90","     2.5"
"203","20150","GM0794 ","   75240","    3210","    42.5","     800","    19.5","     830","    20.5","     400","    10.5","     450","       .","       .","     290","    10.0","    63.5","     830","    11.0"
"204","20150","GM0531 ","   24320","     430","    17.5","     120","    22.5","     100","    19.5","      60","    11.5","     140","       .","       .","     100","    24.5","    67.5","      50","     2.0"
"205","20150","GM0164 ","   67790","    2990","    44.0","     770","    20.5","     760","    20.5","     370","    11.0","    1020","       .","       .","     740","    28.5","    72.5","     520","     7.5"
"206","20150","GM0796 ","  129140","    4520","    35.0","    1090","    19.0","    1260","    21.5","     640","    12.0","    2400","       .","       .","    1810","    45.0","    75.5","     990","     7.5"
"207","20150","GM0252 ","   14000","     290","    20.5","      80","    19.5","      90","    23.5","      50","    12.5","      40","       .","       .","      20","     7.0","    47.5","      70","     5.0"
"208","20150","GM0797 ","   36790","     620","    17.0","     170","    20.5","     230","    26.5","     120","    15.0","     200","       .","       .","     100","    17.0","    48.5","     200","     5.5"
"209","20150","GM0534 ","   18360","     320","    17.0","     100","    25.5","      70","    18.0","      30","     8.0","      60","       .","       .","      50","    15.5","    72.5","      80","     4.5"
"210","20150","GM0798 ","   13010","     130","    10.0","      40","    23.0","      40","    23.0","      30","    15.0","      20","       .","       .","      10","    11.5","    66.5","      70","     5.5"
"211","20150","GM0402 ","   74420","    2420","    32.5","     550","    18.5","     550","    18.5","     270","    10.0","    1070","       .","       .","     880","    40.0","    82.5","     330","     4.5"
