"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instromers_4","Instromers_5","Uitstromers_6","Uitstromers_7","UitstromersNaarWerk_8","UitstromersNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkendenNaReIntegratie_11","WerkendenNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"637","90100","GM0230","   14340","     230","    16.0","     130","    38.0","     100","    30.5","      60","    17.0","     130","      40","    31.5","      90","    36.5","    66.0","     160","    11.0"
"638","90100","GM0114","   68680","    3960","    57.5","    1150","    22.0","    1150","    22.0","     580","    11.0","    1650","     530","    21.0","    1340","    34.0","    81.5","    1220","    18.0"
"639","90100","GM0388","   11950","     380","    31.5","     120","    23.5","     110","    21.5","      60","    12.5","     140","      40","    13.0","     120","    31.5","    86.0","      80","     7.0"
"640","90100","GM0153","  107210","    7730","    72.0","    2250","    22.5","    2040","    20.5","     970","    10.0","    2770","     610","    13.0","    2390","    31.0","    86.5","    1430","    13.5"
"641","90100","GM0232","   19760","     450","    23.0","     180","    29.5","     150","    24.5","      70","    11.5","     550","     100","    15.0","     440","    96.5","    79.0","     220","    11.0"
"642","90100","GM0233","   16670","     370","    22.0","     140","    29.5","      90","    19.0","      40","     8.5","     130","      50","    21.0","     110","    28.5","    82.5","     170","    10.0"
"643","90100","GM0777","   27610","     720","    26.0","     260","    27.5","     230","    24.0","     130","    13.5","     410","      70","    19.0","     280","    38.5","    67.0","     290","    10.5"
"644","90100","GM1722","    5430","     190","    35.5","      70","    26.0","      60","    24.5","      30","     9.5","      80","      10","     6.5","      70","    34.0","    80.5","      50","    10.0"
"645","90100","GM0070","   12820","     540","    42.0","     170","    24.5","     150","    21.5","      80","    11.0","     360","     110","    20.5","     290","    53.5","    81.0","     170","    13.0"
"646","90100","GM1921","   31750","     990","    31.0","     380","    29.5","     270","    21.0","     140","    11.5","     740","     150","    15.5","     580","    58.5","    78.5","     170","     5.5"
"647","90100","GM0779","   13910","     340","    24.5","     110","    23.5","     110","    23.5","      60","    12.5","     210","      60","    31.0","     150","    43.5","    70.5","     100","     7.5"
"648","90100","GM0236","   16840","     280","    16.5","     110","    30.5","      80","    23.0","      40","    12.5","     200","      50","    24.5","     170","    62.5","    84.5","     110","     6.0"
"649","90100","GM1771","   24770","     750","    30.5","     210","    22.5","     190","    19.5","      90","     9.5","     170","      60","    14.0","     140","    19.0","    86.0","     230","     9.0"
"650","90100","GM1652","   19540","     410","    20.5","     160","    29.5","     110","    21.5","      60","    10.5","     120","      60","    30.0","     100","    25.5","    84.5","     240","    12.0"
"651","90100","GM0907","   10860","     300","    27.5","      90","    25.0","      50","    13.5","      30","     7.5","      80","      20","    14.5","      60","    18.5","    72.5","     240","    22.0"
"652","90100","GM0689","    9300","     110","    12.0","      50","    34.5","      30","    20.5","      10","     8.0","      70","      20","    17.5","      60","    50.5","    85.0","      30","     3.0"
"653","90100","GM0784","   16840","     470","    28.0","     180","    30.5","     130","    21.0","      60","    10.5","     440","      80","    18.0","     360","    76.0","    81.5","      90","     5.5"
"654","90100","GM1924","   30430","     440","    14.5","     220","    35.0","     170","    26.5","      90","    14.5","     150","      60","    34.0","     110","    24.0","    71.0","     270","     8.5"
"655","90100","GM0664","   23480","     790","    33.5","     290","    29.0","     230","    23.0","     110","    11.0","     530","     120","    17.0","     450","    56.0","    84.5","     310","    13.5"
"656","90100","GM0785","   14390","     330","    22.5","     120","    28.5","     100","    24.5","      60","    14.0","     180","      60","    32.0","     130","    38.0","    70.5","     140","     9.5"
"657","90100","GM0512","   23100","     810","    35.0","     280","    26.5","     220","    21.0","     110","    11.0","     400","      90","    16.5","     330","    41.0","    83.0","     310","    13.5"
"658","90100","GM0513","   46130","    1870","    40.5","     690","    28.0","     580","    23.5","     270","    11.0","     530","     180","    22.5","     350","    18.5","    65.0","     510","    11.0"
"659","90100","GM0786","    8210","     160","    19.0","     120","    43.0","      60","    20.5","      30","    10.5","      70","      20","    21.5","      50","    28.5","    69.0","      90","    11.5"
"660","90100","GM0518","  356990","   27150","    76.0","    8680","    25.0","    6640","    19.0","    3020","     8.5","    9510","    2340","    12.5","    7920","    29.0","    83.5","    1980","     5.5"
"661","90100","GM0241","   21820","     780","    35.5","     270","    28.0","     200","    20.5","      90","     9.5","      90","      10","     4.0","      50","     6.0","    54.0","     230","    10.5"
"662","90100","GM0014","  152880","   10850","    71.0","    3290","    23.5","    3030","    21.5","    1640","    11.5","    2120","     590","    18.0","    1580","    14.5","    75.0","    1240","     8.0"
"663","90100","GM0015","    7860","     170","    22.0","      80","    32.0","      80","    31.0","      50","    20.5","     100","      40","    25.0","      90","    49.0","    85.0","      90","    12.0"
"664","90100","GM1729","    9220","     170","    18.0","     100","    40.0","      50","    19.0","      20","     8.0","     100","      20","    18.5","      70","    44.0","    73.5","     110","    12.0"
"665","90100","GM0158","   15050","     400","    26.0","     150","    28.0","     150","    27.5","      50","     9.5","      80","      10","     8.0","      70","    16.5","    77.5","     130","     8.5"
"666","90100","GM0788","    8770","      80","     9.5","      50","    35.5","      40","    30.5","      20","    16.5","      20","      10","    30.5","      10","    13.5","    69.0","      90","    10.0"
"667","90100","GM0392","  105210","    3710","    35.5","    1150","    24.5","     880","    18.5","     400","     8.5","     950","     100","    15.0","     540","    14.5","    57.5","     720","     7.0"
"668","90100","GM0393","    3780","      70","    18.5","      30","    31.5","      20","    19.5","      10","     9.5","      70","      10","    11.5","      60","    85.5","    84.5","      10","     1.5"
"669","90100","GM0394","   95770","    1850","    19.5","     640","    26.0","     510","    20.5","     250","    10.0","     670","     110","    16.5","     430","    23.0","    64.0","     320","     3.5"
"670","90100","GM1655","   18750","     490","    26.0","     180","    28.0","     140","    22.0","      60","     9.5","     320","      30","    10.0","     230","    48.0","    74.5","     250","    13.5"
"671","90100","GM0160","   38320","     890","    23.5","     360","    29.0","     320","    26.0","     160","    13.0","     680","     190","    21.0","     550","    62.0","    81.5","     440","    11.5"
"672","90100","GM0243","   29740","     940","    31.5","     320","    26.5","     250","    20.5","     130","    11.0","     280","      90","    15.0","     220","    24.0","    79.5","     230","     8.0"
"673","90100","GM0523","   11150","     150","    13.5","      50","    25.5","      40","    20.5","      20","    11.0","     100","      20","    18.5","      80","    53.5","    85.5","      50","     4.5"
"674","90100","GM0017","   10880","     270","    25.0","     180","    40.5","     120","    26.0","      60","    12.5","     230","     100","    33.0","     200","    73.0","    86.0","      50","     4.5"
"675","90100","GM0072","    9720","     580","    59.5","     180","    24.0","     140","    19.0","      70","     9.5","     390","     110","    18.5","     330","    56.5","    84.0","     110","    11.0"
"676","90100","GM0244","    7260","     120","    16.5","      60","    32.5","      50","    29.0","      20","    11.0","     140","      30","    21.0","     100","    79.5","    70.5","      50","     6.5"
"677","90100","GM0396","   25130","     940","    37.5","     310","    25.5","     250","    20.5","     130","    11.0","     120","      80","    19.0","     100","    10.0","    80.5","     170","     7.0"
"678","90100","GM0397","   15070","     250","    16.5","     120","    33.5","     100","    29.0","      50","    14.5","     250","      50","    15.5","     210","    83.0","    82.5","      70","     5.0"
"679","90100","GM0246","   11440","     180","    15.5","      80","    35.5","      40","    17.0","      20","     9.0","      80","      20","    26.5","      40","    25.0","    56.5","     110","    10.0"
"680","90100","GM0074","   31600","    1470","    46.5","     500","    25.0","     500","    25.0","     280","    14.0","     250","     120","    34.0","     170","    11.5","    68.0","     400","    12.5"
"681","90100","GM0398","   34760","     820","    23.5","     310","    28.0","     250","    23.0","     140","    13.0","     420","      70","    12.5","     320","    39.0","    76.0","     200","     6.0"
"682","90100","GM0917","   57510","    4910","    85.5","    1540","    24.0","    1340","    21.0","     580","     9.0","    1920","     460","    21.0","    1440","    29.5","    75.0","    1380","    24.0"
"683","90100","GM1658","    9800","     120","    12.0","      50","    32.5","      30","    19.5","      20","    14.5","      20","      10","    15.5","      20","    15.0","    85.5","      60","     6.0"
"684","90100","GM0399","   13280","     260","    19.5","      90","    30.5","      60","    18.0","      40","    12.0","     160","      40","    29.0","     100","    38.5","    62.5","      50","     4.0"
"685","90100","GM0400","   36400","    1870","    51.0","     580","    24.0","     450","    18.5","     230","     9.5","     570","     100","    15.5","     390","    21.0","    68.5","     310","     8.5"
"686","90100","GM0163","   22390","     470","    21.0","     160","    26.0","     120","    21.0","      80","    13.5","     390","      90","    25.0","     260","    56.5","    68.5","     180","     8.0"
"687","90100","GM0530","   25370","     890","    35.0","     290","    25.5","     220","    19.5","     120","    11.0","     730","     140","    22.5","     490","    54.5","    66.5","     100","     3.5"
"688","90100","GM0794","   59560","    2930","    49.0","     950","    24.5","     850","    22.0","     410","    11.0","     760","     300","    16.0","     630","    21.5","    83.0","     910","    15.5"
"689","90100","GM0531","   18660","     330","    17.5","     100","    24.5","      60","    15.5","      40","     9.5","      50","      20","    31.0","      30","    10.0","    64.5","      50","     2.5"
"690","90100","GM0164","   52580","    2490","    47.5","     890","    26.5","     820","    24.5","     460","    13.5","     640","     160","    19.5","     430","    17.0","    66.5","     560","    10.5"
"691","90100","GM0796","  101950","    4160","    41.0","    1260","    23.5","    1050","    19.5","     520","     9.5","    1550","     350","    12.5","    1310","    31.5","    85.0","    1140","    11.0"
"692","90100","GM0252","   10220","     230","    23.0","      80","    25.5","      60","    21.0","      30","    10.0","      20","      10","     9.0","      10","     4.0","    53.0","      80","     7.5"
"693","90100","GM0797","   28120","     610","    22.0","     240","    28.0","     210","    24.5","     110","    13.5","     160","      70","    25.0","      90","    14.0","    54.0","     230","     8.0"
"694","90100","GM0534","   13470","     250","    18.5","     110","    30.5","      90","    27.5","      50","    15.0","      60","      40","    34.0","      50","    18.5","    82.0","      90","     6.5"
"695","90100","GM0798","    9660","     130","    13.0","      50","    29.0","      30","    17.5","      20","    12.5","      10","       0","       .","      10","    10.0","    93.0","      80","     8.5"
"696","90100","GM0402","   56330","    2080","    37.0","     640","    24.5","     520","    20.0","     260","    10.0","     900","     240","    19.5","     800","    38.0","    88.5","     350","     6.0"
"697","90100","GM1735","   21150","     450","    21.5","     190","    32.5","     130","    21.5","      70","    11.0","     390","      80","    21.0","     300","    65.5","    76.5","     130","     6.0"
"698","90100","GM1911","   30490","     610","    20.0","     220","    28.5","     190","    24.5","     110","    14.5","     130","      40","    16.0","     120","    19.5","    88.0","     160","     5.0"
"699","90100","GM0118","   34530","    1410","    40.5","     570","    28.5","     520","    26.0","     250","    13.0","    1340","     300","    17.5","    1180","    84.5","    88.5","     680","    20.0"
"700","90100","GM0018","   21620","    1370","    63.0","     490","    27.5","     420","    23.5","     200","    11.0","    1400","     300","    17.0","    1250","    91.5","    89.5","     350","    16.5"
"701","90100","GM0405","   47280","    1730","    36.5","     570","    25.5","     390","    18.0","     210","     9.5","     630","     130","    14.5","     540","    31.0","    85.0","     300","     6.5"
"702","90100","GM1507","   27070","     430","    16.0","     170","    28.5","     140","    24.0","      90","    14.5","     260","      70","    25.5","     180","    42.0","    70.5","     240","     9.0"
"703","90100","GM0321","   32670","     540","    16.5","     190","    28.5","     120","    19.0","      60","     9.5","     240","      70","    23.5","     200","    37.5","    83.5","      90","     3.0"
"704","90100","GM0406","   26250","     830","    31.5","     260","    25.5","     180","    17.5","      80","     8.0","     380","      80","    20.5","     280","    33.5","    74.0","     110","     4.0"
"705","90100","GM0677","   17290","     320","    18.5","     100","    23.5","      90","    22.5","      50","    11.0","     320","      70","    17.5","     260","    80.5","    80.5","     190","    11.0"
"706","90100","GM0353","   22430","     570","    25.5","     240","    33.0","     140","    19.5","      60","     8.5","     280","      50","    14.5","     240","    42.5","    86.5","     120","     5.0"
"707","90100","GM1884","   16890","     250","    14.5","     110","    34.5","      80","    24.5","      30","    10.5","      60","      20","    17.5","      50","    18.5","    77.5","      60","     4.0"
"708","90100","GM0166","   33170","     860","    26.0","     340","    30.0","     260","    23.5","     140","    12.0","     170","      80","    32.5","     140","    16.5","    83.0","     270","     8.0"
"709","90100","GM0678","    7900","     100","    12.5","      50","    40.5","      20","    20.5","      10","    11.0","      70","      20","    22.5","      50","    51.0","    71.5","      30","     4.0"
"710","90100","GM0537","   41320","     940","    23.0","     410","    32.5","     260","    20.5","     130","    10.5","     340","      90","    22.0","     280","    29.5","    82.0","     300","     7.5"
"711","90100","GM0928","   29630","    2070","    70.0","     600","    22.5","     530","    20.0","     190","     7.5","     450","     150","    15.0","     360","    17.0","    80.0","     990","    33.5"
"712","90100","GM1598","   14430","     180","    12.5","      80","    32.5","      60","    23.5","      30","    13.0","      70","      20","    15.5","      60","    32.5","    89.0","      50","     3.0"
"713","90100","GM0079","    8210","     330","    40.5","     110","    25.0","     100","    23.5","      60","    13.0","      50","      10","    10.5","      40","    12.0","    81.5","     120","    15.0"
"714","90100","GM0588","    6820","      80","    11.5","      40","    36.5","      20","    18.0","      10","     9.0","      80","      10","    13.0","      60","    71.5","    68.0","      30","     3.5"
"715","90100","GM0542","   17320","     490","    28.5","     180","    28.5","     150","    23.0","      80","    12.0","     220","      50","    15.0","     160","    33.5","    75.0","     110","     6.5"
"716","90100","GM1931","   34550","     690","    20.0","     220","    24.5","     200","    22.0","     100","    11.0","     230","      40","    16.0","     190","    27.5","    80.0","     160","     4.5"
"717","90100","GM1659","   13980","     220","    15.5","      70","    24.0","      60","    22.5","      40","    14.0","      50","      30","    18.5","      50","    20.5","    86.5","     140","    10.0"
"718","90100","GM1685","    9780","     120","    12.5","      50","    30.5","      30","    21.5","      20","    11.5","      60","      10","    17.5","      40","    29.5","    60.0","     110","    11.5"
"719","90100","GM0882","   24220","    1180","    49.0","     400","    26.0","     340","    22.5","     150","     9.5","     330","     130","    19.5","     270","    22.5","    81.5","     550","    22.5"
"720","90100","GM0415","    6950","     120","    16.5","      40","    27.0","      30","    21.5","      20","    11.0","      20","      10","    18.0","      20","    20.0","    96.0","      10","     1.0"
"721","90100","GM0416","   17650","     300","    17.0","      90","    25.0","      80","    20.5","      40","    11.0","      80","      20","     8.0","      60","    20.5","    79.0","      70","     3.5"
"722","90100","GM1621","   37800","     610","    16.0","     200","    27.5","     140","    18.0","      70","     9.0","     180","      40","    20.5","     140","    22.5","    77.0","      50","     1.5"
"723","90100","GM0417","    5870","     100","    17.0","      40","    32.0","      30","    20.0","      10","     8.5","      50","      10","    16.0","      40","    39.5","    75.0","      20","     3.0"
"724","90100","GM0022","   12210","     400","    32.5","     150","    27.5","     140","    26.5","      70","    12.0","     280","      70","    19.5","     220","    54.5","    77.5","     160","    13.5"
"725","90100","GM0545","   13180","     400","    30.5","     120","    24.5","     110","    21.5","      60","    12.5","     220","      70","    23.5","     200","    49.0","    89.5","     110","     8.0"
"726","90100","GM0080","   73330","    5770","    78.5","    1980","    26.5","    1610","    21.5","     740","    10.0","     960","     240","    14.5","     760","    13.0","    79.0","     650","     9.0"
"727","90100","GM0081","    6430","     150","    23.5","      40","    21.0","      50","    24.0","      30","    12.0","     130","      30","    16.0","     100","    68.5","    81.5","      40","     5.5"
"728","90100","GM0546","   88870","    3630","    41.0","    1150","    24.5","    1000","    21.5","     500","    11.0","     880","     530","    28.5","     690","    19.0","    78.5","     800","     9.0"
"729","90100","GM0547","   16910","     410","    24.5","     140","    25.0","     100","    19.0","      50","     9.5","      90","      30","    20.5","      80","    19.0","    87.0","     140","     8.0"
"730","90100","GM1916","   45840","    1950","    42.5","     630","    25.0","     520","    21.0","     260","    10.5","    1450","     290","    14.5","    1110","    57.0","    76.5","     170","     4.0"
"731","90100","GM0995","   50430","    2450","    48.5","     810","    25.0","     770","    23.5","     370","    11.5","     930","     250","    20.5","     660","    27.0","    70.5","     330","     6.5"
"732","90100","GM1640","   23240","     430","    18.5","     220","    36.5","     130","    21.5","      60","    10.0","      70","      20","    22.0","      50","    12.0","    79.0","     200","     8.5"
"733","90100","GM0327","   18530","     270","    14.5","     100","    28.5","      90","    25.0","      40","    11.5","     110","      40","    21.5","      80","    30.0","    71.5","      80","     4.5"
"734","90100","GM0733","    7200","     110","    15.0","      50","    33.0","      30","    23.0","      10","     9.0","      70","      10","    10.5","      60","    56.0","    83.5","      20","     3.0"
"735","90100","GM1705","   29390","     480","    16.5","     160","    24.5","     150","    23.0","      70","    10.5","     220","      50","    18.0","     160","    34.0","    74.5","     230","     8.0"
"736","90100","GM0553","   14300","     240","    17.0","      70","    23.5","      60","    18.0","      30","    10.0","      50","      40","    44.5","      40","    16.5","    81.5","      80","     6.0"
"737","90100","GM0140","    6930","     150","    21.0","      60","    30.5","      40","    20.5","      20","    11.5","      60","      10","    19.5","      40","    27.5","    72.5","      40","     5.0"
"738","90100","GM0262","   19750","     460","    23.0","     150","    26.0","     100","    17.5","      50","     9.5","     230","      60","    21.0","     150","    32.0","    64.5","     130","     6.5"
"739","90100","GM0809","   14640","     270","    18.5","     120","    31.5","     100","    27.5","      50","    14.0","      70","      20","    13.0","      50","    17.5","    65.5","     170","    11.5"
"740","90100","GM0331","    9380","     140","    15.0","      60","    31.5","      50","    26.5","      20","    11.5","      70","      20","    16.0","      60","    46.0","    93.0","      40","     4.0"
"741","90100","GM0024","    6420","     260","    39.5","     110","    30.0","      90","    24.0","      50","    14.0","      70","      30","    17.0","      60","    22.0","    86.0","      70","    10.5"
"742","90100","GM0168","   14090","     430","    30.5","     200","    33.0","     160","    26.0","      80","    12.5","      80","      20","    16.5","      60","    14.5","    79.5","     180","    13.0"
"743","90100","GM0263","   15820","     230","    14.0","     110","    36.0","      70","    22.5","      30","    10.0","     130","      30","    16.0","     110","    50.0","    87.0","     120","     7.5"
"744","90100","GM1641","   15130","     320","    21.5","     100","    24.0","      90","    20.5","      40","     8.5","     130","      30","    24.5","      90","    26.5","    67.0","     120","     7.5"
"745","90100","GM0556","   20260","     990","    48.5","     270","    23.0","     170","    14.5","      80","     7.0","     340","      90","    11.0","     300","    30.5","    89.5","     220","    10.5"
"746","90100","GM0935","   85070","    4150","    49.0","    1130","    22.0","     830","    16.5","     390","     7.5","    1610","     250","    13.0","    1310","    31.5","    81.5","    1000","    11.5"
"747","90100","GM1663","    6270","     280","    45.0","     100","    25.5","     100","    26.0","      60","    15.5","     260","      70","    21.0","     230","    80.0","    88.0","      80","    12.5"
"748","90100","GM0025","    6770","     170","    25.5","      60","    26.0","      50","    22.5","      30","    11.5","     130","      30","    14.5","     100","    55.0","    75.5","      70","    10.5"
"749","90100","GM0420","   27950","     500","    17.5","     200","    29.5","     180","    26.5","      90","    13.5","     170","      50","    15.0","     140","    29.0","    85.0","     120","     4.5"
"750","90100","GM0938","   11840","     240","    20.0","      70","    22.5","      70","    22.5","      40","    13.0","     120","      30","    18.5","     100","    42.5","    81.5","      80","     7.0"
"751","90100","GM1908","    8540","     210","    24.5","      60","    22.5","      70","    23.0","      40","    13.0","     140","      30","    14.0","     120","    57.0","    88.0","      50","     6.5"
"752","90100","GM1987","    8050","     370","    45.5","     130","    26.5","     110","    22.0","      40","     9.0","     200","      30","    17.0","     130","    34.0","    62.5","     140","    17.5"
"753","90100","GM0119","   20970","     720","    34.5","     240","    25.5","     220","    23.0","     120","    13.0","     610","     190","    25.0","     490","    67.5","    80.0","     350","    16.5"
"754","90100","GM0687","   30190","    1480","    49.0","     450","    25.0","     310","    17.0","     170","     9.5","      80","      40","     6.5","      70","     4.5","    83.0","     330","    11.0"
"755","90100","GM1842","   12360","     130","    10.5","      60","    35.5","      40","    21.0","      20","    10.5","      30","      10","    15.0","      20","    15.0","    59.0","      30","     3.0"
"756","90100","GM1731","   21050","     540","    25.5","     310","    39.0","     190","    24.5","     110","    14.5","     350","     110","    21.5","     290","    54.5","    84.5","     200","     9.5"
"757","90100","GM0815","    7010","     110","    15.5","      30","    22.5","      30","    20.5","      20","    10.5","      30","      10","    23.0","      30","    22.5","    83.5","     130","    18.5"
"758","90100","GM1709","   23510","     490","    21.0","     200","    32.0","     130","    21.0","      70","    11.0","     140","      20","    13.0","     110","    23.0","    79.0","     140","     6.0"
"759","90100","GM1927","   18280","     220","    12.0","      80","    29.0","      60","    21.5","      30","     9.5","     140","      30","    15.0","     130","    59.0","    91.0","      50","     2.5"
"760","90100","GM1955","   22390","     580","    26.0","     220","    26.0","     260","    30.5","     110","    13.0","     220","      80","    21.0","     170","    30.0","    78.5","     260","    12.0"
"761","90100","GM0335","    8690","     110","    13.0","      40","    31.0","      30","    23.0","      20","    11.5","      40","      30","    40.5","      30","    28.5","    84.0","      20","     2.5"
"762","90100","GM0944","    4780","     100","    21.5","      30","    23.5","      30","    22.0","      20","    11.5","      20","       0","       .","      10","    12.5","    65.0","      40","     7.5"
"763","90100","GM0424","    3800","      90","    24.0","      20","    15.5","      10","    10.5","      10","     8.5","      10","       0","       .","      10","    12.0","    78.5","       0","       ."
"764","90100","GM0425","   10010","     210","    21.0","      60","    24.5","      40","    17.5","      20","     8.0","      40","      10","    13.5","      30","    15.5","    89.0","      30","     2.5"
"765","90100","GM1740","   14540","     300","    20.5","     110","    29.5","      90","    24.0","      50","    13.0","      60","      40","    31.0","      40","    13.0","    64.0","      80","     5.5"
"766","90100","GM0946","   10920","     160","    14.5","      70","    33.5","      40","    17.5","      20","     9.0","      30","      10","    18.0","      30","    16.5","    81.5","     130","    12.0"
"767","90100","GM0304","    7730","     140","    18.5","      60","    32.5","      40","    19.5","      20","    11.0","      60","      10","    19.0","      50","    33.5","    76.0","      50","     6.0"
"768","90100","GM0356","   40960","    1350","    33.0","     460","    27.0","     350","    20.5","     180","    10.5","     730","     180","    20.0","     610","    45.0","    83.5","     190","     4.5"
"769","90100","GM0569","   17850","     250","    14.0","      90","    31.0","      60","    19.5","      30","    10.0","      50","      20","    20.5","      40","    16.5","    80.5","      60","     3.5"
"770","90100","GM0267","   26030","     370","    14.0","     150","    29.5","     150","    28.0","      90","    17.5","      50","      40","    42.5","      30","     8.5","    67.5","     110","     4.0"
"771","90100","GM0268","  122950","    7340","    59.5","    2260","    24.0","    1800","    19.0","     910","    10.0","     990","     230","    14.5","     570","     7.5","    57.0","    1190","     9.5"
"772","90100","GM1930","   57180","    2330","    41.0","     770","    26.0","     590","    20.0","     330","    11.0","     600","     190","    27.0","     430","    18.5","    71.5","     340","     6.0"
"773","90100","GM1695","    4550","     100","    22.0","      50","    32.5","      50","    29.5","      30","    18.0","      80","      20","    18.5","      70","    64.5","    78.5","      20","     5.0"
"774","90100","GM1699","   18440","     560","    30.5","     230","    29.0","     200","    25.5","     100","    12.5","     420","      90","    17.0","     320","    57.0","    76.5","     170","     9.5"
"775","90100","GM0171","   30060","     980","    32.5","     500","    37.0","     250","    18.5","     140","    10.0","     730","     180","    20.5","     610","    62.0","    83.0","     240","     8.0"
"776","90100","GM0575","   16650","     290","    17.0","     120","    31.0","      90","    23.0","      40","    11.5","      60","      30","    29.0","      50","    16.0","    78.0","      90","     5.5"
"777","90100","GM0576","   10360","     170","    16.5","      50","    23.5","      40","    18.0","      20","     6.5","      20","      10","    14.5","      20","    10.5","    94.5","      50","     5.0"
"778","90100","GM0820","   13840","     410","    29.5","     120","    23.5","      80","    16.5","      40","     8.0","     100","      40","    28.0","      90","    20.5","    81.5","      80","     5.5"
"779","90100","GM0302","   16740","     300","    18.0","     110","    27.5","     100","    23.5","      40","    11.0","     320","      50","    14.0","     260","    85.5","    80.0","     150","     9.0"
"780","90100","GM0951","    9510","     220","    23.5","      80","    26.5","      70","    22.0","      40","    12.5","     260","      50","    16.0","     200","    88.5","    76.5","     120","    12.5"
"781","90100","GM0579","   14400","     270","    19.0","      90","    26.0","      60","    17.5","      40","    10.5","     110","      30","    23.0","      80","    30.0","    73.5","      50","     3.5"
"782","90100","GM0823","   11840","     140","    12.0","      60","    33.5","      40","    24.0","      20","     9.0","      20","      10","    19.5","      20","    10.5","    68.0","     140","    12.0"
"783","90100","GM0824","   16050","     280","    17.5","     150","    32.5","     140","    31.0","      90","    19.5","     260","      90","    30.0","     180","    63.5","    68.0","     190","    11.5"
"784","90100","GM1895","   24020","    1540","    64.0","     520","    26.0","     450","    22.0","     230","    11.5","    1230","     300","    19.0","    1060","    68.5","    86.0","     690","    29.0"
"785","90100","GM0269","   14870","     230","    15.5","     100","    30.0","      90","    26.0","      50","    16.0","     180","      50","    22.0","     130","    56.0","    74.5","     120","     8.0"
"786","90100","GM0173","   19900","     630","    31.5","     220","    27.0","     180","    22.5","     100","    11.5","     370","     120","    23.5","     310","    49.5","    84.0","     330","    16.5"
"787","90100","GM1773","   11450","     200","    17.5","      90","    33.5","      60","    23.0","      20","     8.0","     140","      20","    10.0","     120","    60.5","    87.0","     100","     8.5"
"788","90100","GM0175","   11030","     220","    20.0","     110","    35.0","      80","    25.5","      30","    10.0","     160","      40","    20.0","     130","    58.0","    79.0","     150","    13.0"
"789","90100","GM0881","    5120","     160","    30.5","      60","    28.0","      40","    21.0","      20","     7.5","      30","      20","    25.5","      30","    17.0","    82.0","      90","    18.0"
"790","90100","GM1586","   18870","     350","    18.5","     140","    31.0","     110","    23.5","      50","    12.0","     340","      80","    21.0","     260","    73.5","    74.5","     320","    17.0"
"791","90100","GM0826","   34420","    1130","    33.0","     370","    25.0","     300","    20.5","     150","    10.5","     520","     110","    22.0","     280","    25.0","    54.0","     280","     8.0"
"792","90100","GM0085","   15950","     630","    39.5","     250","    30.0","     190","    23.0","      90","    10.5","     440","     130","    22.5","     360","    58.0","    83.5","     180","    11.0"
"793","90100","GM0431","    6120","     110","    17.5","      30","    25.5","      20","    15.0","      10","     6.5","      10","       0","       .","      10","    10.5","    84.5","      10","     2.0"
"794","90100","GM0432","    7240","     120","    17.0","      50","    32.0","      30","    20.5","      20","    10.5","      30","      10","    10.5","      30","    23.0","    90.5","      20","     3.0"
"795","90100","GM0086","   18880","     670","    35.5","     240","    27.5","     190","    22.0","     110","    12.0","     450","     130","    24.0","     370","    55.0","    83.0","     160","     8.5"
"796","90100","GM0828","   59150","    1630","    27.5","     700","    31.0","     650","    28.5","     350","    15.5","     560","     260","    22.5","     400","    24.0","    70.5","    1040","    17.5"
"797","90100","GM0584","   15130","     280","    18.5","      90","    29.0","      50","    14.0","      30","     8.5","     220","      40","    14.5","     190","    68.5","    87.0","      60","     4.0"
"798","90100","GM1509","   24920","     720","    29.0","     260","    26.5","     250","    25.5","     130","    13.5","     580","     160","    24.0","     430","    59.5","    73.5","     260","    10.5"
"799","90100","GM0437","    8360","     180","    21.5","      70","    30.5","      50","    22.5","      30","    10.5","      80","      20","    22.5","      50","    29.5","    66.5","      20","     2.0"
"800","90100","GM0589","    6340","      90","    14.0","      30","    22.0","      30","    23.0","      20","    15.5","      50","      20","    20.5","      40","    48.5","    89.5","      20","     3.5"
"801","90100","GM1734","   30170","     580","    19.0","     150","    21.0","     130","    17.5","      70","     9.5","     530","     100","    18.0","     430","    74.5","    81.0","     200","     6.5"
"802","90100","GM0590","   20180","     570","    28.0","     200","    28.0","     160","    22.5","      90","    12.0","      50","      20","    22.0","      40","     6.5","    70.0","     100","     5.0"
"803","90100","GM1894","   28190","     420","    15.0","     160","    29.0","     140","    24.0","      90","    15.0","     310","      80","    24.0","     240","    56.5","    76.5","     330","    11.5"
"804","90100","GM0765","    8130","     520","    64.5","     240","    31.0","     190","    25.0","     100","    12.5","     350","     110","    22.5","     300","    57.5","    87.5","     280","    34.5"
"805","90100","GM1926","   33630","     500","    15.0","     170","    25.5","     150","    23.5","      70","    11.0","     260","      50","    20.0","     190","    38.0","    72.0","      80","     2.5"
"806","90100","GM0439","   53010","    1740","    33.0","     640","    28.0","     550","    24.0","     340","    14.5","    1350","     340","    21.5","    1060","    61.0","    79.0","     320","     6.0"
