"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instromers_4","Instromers_5","Uitstromers_6","Uitstromers_7","UitstromersNaarWerk_8","UitstromersNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkendenNaReIntegratie_11","WerkendenNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"807","90100","GM0273","   15480","     250","    16.5","     110","    31.5","      80","    23.0","      50","    15.5","     200","      40","    28.5","     110","    41.5","    53.0","     100","     6.0"
"808","90100","GM0177","   23300","     390","    17.0","     140","    27.0","     120","    23.5","      60","    12.5","     300","      90","    26.5","     240","    61.0","    80.5","     220","     9.5"
"809","90100","GM0703","   13840","     230","    16.5","      90","    30.0","      60","    21.0","      40","    12.5","     200","      30","    12.0","     150","    68.0","    78.0","      70","     5.0"
"810","90100","GM0274","   18460","     640","    35.0","     220","    26.5","     180","    21.5","      90","    11.0","     240","      80","    20.5","     190","    30.0","    80.5","     130","     7.0"
"811","90100","GM0339","    3180","      30","    10.5","      10","    35.0","      10","    20.0","       0","       .","      10","       0","       .","       0","       .","       .","      20","     4.5"
"812","90100","GM1667","    8500","      80","     9.0","      30","    28.5","      30","    25.5","      20","    16.0","      10","      10","    18.0","      10","    15.5","    85.5","     160","    18.5"
"813","90100","GM0275","   26610","    1040","    39.0","     420","    28.5","     390","    26.5","     180","    12.5","     780","     220","    21.0","     630","    60.5","    80.5","     320","    12.0"
"814","90100","GM0340","   11870","     320","    27.5","      90","    23.0","      60","    16.0","      30","     7.5","     110","      10","    13.5","      60","    20.0","    58.0","      80","     6.5"
"815","90100","GM0597","   27870","     790","    28.5","     280","    28.0","     220","    21.5","     100","     9.5","     590","     100","    16.0","     450","    57.0","    76.0","     150","     5.5"
"816","90100","GM0196","    7060","     250","    35.0","      90","    27.0","      90","    25.5","      40","    13.0","      70","      20","    17.0","      60","    22.5","    81.0","      70","    10.5"
"817","90100","GM1742","   23390","     390","    16.5","     150","    29.0","     120","    22.5","      70","    12.5","     330","      80","    19.5","     270","    69.0","    80.5","     170","     7.5"
"818","90100","GM0603","   31000","    1480","    47.5","     480","    26.0","     420","    22.5","     170","     9.5","     680","     170","    16.0","     590","    40.0","    86.5","     150","     4.5"
"819","90100","GM1669","   13050","     310","    23.5","     140","    33.0","     100","    22.5","      50","    12.5","     330","      50","    14.5","     270","    88.0","    83.0","     160","    12.0"
"820","90100","GM0957","   37520","    1990","    53.0","     720","    27.5","     600","    23.0","     290","    11.0","    1170","     350","    18.5","    1010","    51.0","    86.5","     590","    16.0"
"821","90100","GM0736","   27370","     450","    16.5","     160","    26.5","     140","    23.0","      70","    12.0","     150","      40","    26.5","     100","    22.5","    70.5","      70","     2.5"
"822","90100","GM1674","   49670","    2000","    40.0","     760","    30.0","     530","    20.5","     240","     9.5","    1040","     260","    24.0","     740","    37.0","    71.0","     730","    14.5"
"823","90100","GM0599","  432910","   41300","    95.5","   11230","    21.5","   10030","    19.0","    4790","     9.0","    7690","    2670","    11.0","    6570","    16.0","    85.5","    2310","     5.5"
"824","90100","GM0277","     840","       0","       .","       0","       .","       0","       .","       0","       .","       0","       0","       .","       0","       .","       .","       0","       ."
"825","90100","GM0840","   14860","     340","    22.5","     110","    25.0","      80","    18.5","      40","     9.5","     170","      10","     7.5","     120","    35.0","    68.5","     350","    23.5"
"826","90100","GM0441","   28680","     600","    20.5","     210","    27.0","     180","    22.0","     100","    12.5","     120","      40","    19.0","     100","    17.0","    84.5","     210","     7.0"
"827","90100","GM0279","    5940","      70","    11.5","      40","    45.0","      20","    25.0","      10","    13.5","      30","      10","    16.0","      20","    31.5","    72.5","      10","     2.0"
"828","90100","GM0606","   51730","    2930","    56.5","     920","    25.0","     670","    18.0","     280","     7.5","    1450","     290","    13.5","    1180","    40.0","    81.5","     490","     9.5"
"829","90100","GM0088","     550","      10","    14.5","       0","       .","       0","       .","       0","       .","       0","       0","       .","       0","       .","       .","       0","       ."
"830","90100","GM0844","   15340","     280","    18.0","     110","    29.5","      80","    23.0","      50","    13.5","     150","      30","    16.0","     130","    45.0","    83.0","     310","    20.5"
"831","90100","GM0962","    8070","     220","    27.0","     100","    31.5","      40","    12.0","      10","     4.0","     150","      10","     4.5","     130","    60.0","    89.0","      80","    10.0"
"832","90100","GM1676","   20350","     480","    23.5","     210","    31.0","     170","    25.5","     100","    15.0","     340","      90","    23.5","     250","    52.5","    74.5","     270","    13.5"
"833","90100","GM0965","    6710","     170","    26.0","      70","    28.5","      50","    21.5","      30","    13.5","     200","      40","    18.0","     150","    87.5","    74.5","     130","    19.0"
"834","90100","GM1702","    7560","      70","     9.5","      30","    30.0","      20","    24.5","      10","    13.5","      30","      10","    28.0","      20","    33.0","    83.0","      70","     8.5"
"835","90100","GM0845","   17860","     270","    15.0","      90","    27.5","      70","    19.5","      30","    10.0","     150","      20","    12.0","     120","    46.5","    80.5","     260","    14.5"
"836","90100","GM0846","   11360","     130","    12.0","      60","    30.0","      50","    27.5","      30","    16.0","      50","      20","    26.5","      30","    24.0","    66.5","     140","    12.0"
"837","90100","GM1883","   61200","    3100","    50.5","     760","    20.0","     710","    18.5","     340","     9.0","     630","     140","    18.5","     340","    11.0","    54.5","     770","    12.5"
"838","90100","GM0610","   15690","     490","    31.0","     150","    26.0","     100","    18.0","      50","     8.0","      60","      20","    23.5","      50","    10.0","    76.0","     120","     8.0"
"839","90100","GM0040","   10140","     250","    24.5","     120","    33.0","      90","    25.0","      50","    13.5","     170","      30","    10.0","     150","    58.0","    87.5","      70","     7.0"
"840","90100","GM1714","   14350","     320","    22.5","     130","    28.5","     100","    21.5","      50","    10.5","     180","      40","    23.0","     120","    35.5","    65.5","     110","     7.5"
"841","90100","GM0090","   35120","    1970","    56.0","     700","    26.5","     600","    23.0","     310","    11.5","     420","     240","    27.0","     330","    17.0","    80.0","     470","    13.5"
"842","90100","GM0342","   27990","     820","    29.0","     280","    28.0","     180","    18.0","      90","     9.0","     570","     140","    18.5","     460","    56.0","    80.5","     170","     6.0"
"843","90100","GM0847","   12560","     240","    19.0","      70","    22.0","      50","    16.0","      30","     9.0","      30","      10","     8.5","      30","    11.0","    79.0","     100","     8.0"
"844","90100","GM0848","    9910","     230","    23.5","      70","    24.0","      30","    11.0","      10","     3.5","      90","      10","     8.5","      80","    35.0","    90.0","      50","     5.0"
"845","90100","GM0037","   20130","    1080","    53.5","     460","    31.0","     310","    21.0","     150","    10.0","     650","     160","    18.0","     510","    47.0","    78.5","     760","    38.0"
"846","90100","GM0180","   10290","     160","    15.0","      80","    41.0","      30","    17.5","      20","    10.0","      60","      10","    24.0","      40","    27.5","    75.5","      60","     5.5"
"847","90100","GM0532","   13640","     310","    22.5","     130","    32.5","      80","    21.0","      40","    11.5","      90","      30","    27.0","      70","    23.0","    83.5","     110","     8.0"
"848","90100","GM0851","   15260","     380","    24.5","     150","    29.5","     120","    23.0","      70","    13.0","     150","      40","    19.0","     120","    32.0","    78.5","     130","     8.5"
"849","90100","GM1708","   27200","     980","    36.0","     290","    22.5","     310","    24.0","     170","    13.5","     930","     220","    19.0","     800","    81.5","    86.5","     370","    13.5"
"850","90100","GM0971","   15780","     350","    22.0","     100","    23.5","      80","    18.0","      30","     8.0","     140","      10","    10.5","     110","    30.5","    77.0","     200","    12.5"
"851","90100","GM1904","   41220","     840","    20.5","     340","    31.0","     230","    21.0","     120","    11.5","     230","     120","    23.5","     180","    21.5","    80.0","     190","     4.5"
